Uuid,Void/Retire,Same as mappings,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Answers,Members,_version:1,_order:3000
f275a481-8656-4683-944f-16e575925131,,,form-resource,form-resource,Identifies the observation form associated with a task,Task Input,N/A,,,,
