Uuid,Void/Retire,Same as mappings,Fully specified name:en,Fully specified name:es,Short name:en,Short name:es,Description:en,Data class,Data type,Answers,Members,_version:1,_order:3000
,,,All Orderables,Todos los pedidos,All Orderables,Todos los pedidos,,ConvSet,N/A,,,,
