Uuid,Void/Retire,Same as mappings,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Members,_version:1,_order:3000
bff108b5-88da-454d-b171-e04cecb1f74d,,,Vaccine waiver reason,Vaccine waiver reason,Reason a vaccine was not administered (FHIR Immunization.statusReason),ConvSet,N/A,610e0bdc-951f-4f2b-994d-41064dbe07bd;c64a4d09-17a6-4e9e-b1f3-85b7965c4632;3cf8d942-3163-470f-bb0d-63c6e5a18f08;4a1edad6-6c0a-47e3-91ff-eb2f2f8a6971;242cc8b6-6d32-4d2c-b0d8-94cf9130371e;4d2e995d-868d-4c5a-bd84-b2368c5cde68;d1afb6b9-52f0-4af8-8041-fea104474454;9ade3dab-aab2-4284-a22d-a6083fe308ae;b86ceade-65d9-4f07-bacf-9f014723ee2e;e0ed9845-5abc-4841-9189-a6872011dfbc;9ea76764-4175-4599-8714-7d3b55db6859;e22c1a5e-ba16-40ff-92db-25bcd0cac7d5;bf19324d-b09d-4b66-9ee4-92fc0715738d;5622AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,
