Uuid,Void/Retire,Mappings|SAME-AS,Fully specified name:en,Short name:en,Description:en,Fully specified name:fr,Short name:fr,Description:fr,Data class,Data type,Complex data handler,Answers,Members,Allow decimals,Units,Normal low,Normal high,Absolute low,Absolute high,_version:1,_order:1200
f535bd4e-33ff-4f35-bf7c-189e07d1ac90,,,No Known Allergy,No Known Allergy,,Aucune allergie connue,Aucune allergie connue,,Finding,N/A,,,,,,,,,,,
df2e7016-5f2e-41f4-b376-73762429a1c5,,,Reference application common other allergens,,A convenience set to allow for easy selection of other allergens,,,,ConvSet,N/A,,,"No Known Allergy",,,,,,,,,
